loudness,tempo,time_signature,key,mode,duration,song_hotttnesss,year,,,,,
-30.22,119.71,3,7,0,112.16934,nan,0,,,,,
-5.426,96.057,4,11,0,242.38975,0.334706549069221,0,,,,,
-13.379,130.275,4,5,1,214.5171,nan,2000,,,,,
-25.26,93.773,3,4,1,151.40526,0.259590392382096,0,,,,,
-5.322,125.528,5,1,1,188.94322,0.513517028537139,0,,,,,
-4.12,91.463,4,2,1,205.87057,0.567184225893332,0,,,,,
-9.049,171.787,4,1,1,216.73751,nan,0,,,,,
-22.504,103.12,4,9,0,136.75057,nan,0,,,,,
-5.172,167.59,4,1,1,234.60526,0.41373983586011,2007,,,,,
-13.139,85.988,4,2,1,256.78322,nan,1993,,,,,
-20.869,77.645,3,2,1,189.59628,nan,0,,,,,
-16.865,192.819,3,5,1,273.97179,0,1993,,,,,
-6.295,113.812,1,9,1,212.16608,nan,2006,,,,,
-18.909,195.223,1,9,1,159.39873,0.375984301500442,1998,,,,,
-14.89,175.028,3,6,1,163.29098,nan,0,,,,,
-11.723,69.169,3,10,1,286.24934,0,0,,,,,
-9.329,140.9,1,7,1,173.97506,0,2006,,,,,
-4.133,126.976,4,5,1,246.80444,nan,0,,,,,
Moonlight In Vermont,-14.094,43.967,4,8,1,211.25179,0,0,,,,
-4.962,87.122,4,6,1,320.93995,nan,0,,,,,
-6.806,129.987,4,11,0,198.19057,nan,0,,,,,
-14.677,112.248,1,2,1,158.27546,0.261852836776949,0,,,,,
-5.443,140.202,4,10,0,229.8771,0.246423127815704,0,,,,,
-7.46,174.524,1,1,0,291.63057,nan,0,,,,,
-11.607,144.975,4,8,1,222.04036,0.445454525493426,1996,,,,,
-6.737,126.94,4,7,1,315.92444,0.338886720010706,0,,,,,
-16.104,83.957,3,11,0,185.70404,nan,1987,,,,,
-7.269,227.161,4,5,1,304.71791,0.637311276400838,1996,,,,,
-8.01,125.245,4,11,0,355.18649,0.425124658313058,1980,,,,,
-16.479,59.678,1,5,1,588.85179,nan,0,,,,,
-4.252,120.309,4,8,1,232.07138,nan,0,,,,,
-12.005,206.02,1,10,0,249.49506,nan,1993,,,,,
-7.92,118.152,4,7,1,233.45587,0.26586104921065,0,,,,,
-12.013,120.012,1,8,1,159.63383,nan,0,,,,,
-18.692,182.408,4,5,1,157.49179,0,0,,,,,
-9.864,132.611,4,2,1,329.50812,0.270775998946327,1999,,,,,
-15.086,111.927,4,5,0,208.87465,nan,0,,,,,
-7.611,147.128,4,10,1,264.6722,0.363488499398019,2007,,,,,
-20.496,86.321,4,9,0,304.95302,0.535953801665662,1992,,,,,
-5.677,152.633,1,6,1,146.99057,0.473346541108788,2009,,,,,
-20.856,100.03,4,1,0,83.98322,0.639450960860628,0,,,,,
-13.12,80.473,3,7,0,134.922,0,2006,,,,,
-9.515,197.213,1,1,1,168.85506,0.513517028537139,1989,,,,,
-19.938,80.003,4,2,1,238.52363,0,0,,,,,
-4.071,130.98,4,0,1,244.92363,0.215080318509228,0,,,,,
-21.533,92.017,1,8,0,253.12608,nan,0,,,,,
-19.597,172.223,4,5,1,177.44934,0.268851450104122,2000,,,,,
-9.302,117.044,4,7,1,174.57587,nan,0,,,,,
-9.631,187.427,7,11,1,222.37995,nan,1975,,,,,
-16.079,136.975,4,0,1,106.81424,nan,2008,,,,,
-7.444,133.884,4,9,1,137.40363,0.301681756731636,0,,,,,
-6.491,97.98,4,7,1,238.23628,0.631390365318491,2004,,,,,
-27.016,99.556,3,1,1,279.06567,0.340922755864378,1993,,,,,
-10.004,124.073,4,4,0,359.8624,0.565889509657431,2008,,,,,
-7.928,90.245,3,2,1,164.12689,0.23991550184151,0,,,,,
-12.409,127.275,4,0,1,172.38159,nan,1972,,,,,
Cúnla/The Friar's Breeches,-12.81,114.589,4,7,1,218.33098,0,1992,,,,
-12.778,114.135,1,4,1,163.26485,0.647368816552681,1989,,,,,
-23.538,70.49,1,8,1,171.31057,nan,0,,,,,
-5.063,133.072,1,4,1,142.15791,nan,2010,,,,,
-9.406,125.676,1,10,1,229.8771,0.509640965551805,1986,,,,,
-5.15,105.498,4,7,1,179.09506,nan,1994,,,,,
-10.095,88.023,4,11,1,203.78077,nan,0,,,,,
-4.43,147.904,4,7,0,192.44363,0.682344754354241,2009,,,,,
-5.426,96.057,4,11,0,242.38975,0.334706549069221,0,,,,,
-13.379,130.275,4,5,1,214.5171,nan,2000,,,,,
-25.26,93.773,3,4,1,151.40526,0.259590392382096,0,,,,,
-5.322,125.528,5,1,1,188.94322,0.513517028537139,0,,,,,
-4.12,91.463,4,2,1,205.87057,0.567184225893332,0,,,,,
-9.049,171.787,4,1,1,216.73751,nan,0,,,,,
-22.504,103.12,4,9,0,136.75057,nan,0,,,,,
-5.172,167.59,4,1,1,234.60526,0.41373983586011,2007,,,,,
-13.139,85.988,4,2,1,256.78322,nan,1993,,,,,
-20.869,77.645,3,2,1,189.59628,nan,0,,,,,
-15.086,111.927,4,5,0,208.87465,nan,0,,,,,
-7.611,147.128,4,10,1,264.6722,0.363488499398019,2007,,,,,
-20.496,86.321,4,9,0,304.95302,0.535953801665662,1992,,,,,
-5.677,152.633,1,6,1,146.99057,0.473346541108788,2009,,,,,
-20.856,100.03,4,1,0,83.98322,0.639450960860628,0,,,,,
-7.737,156.948,3,7,0,322.66404,0.407901717218074,2007,,,,,
-10.696,126.482,4,6,1,214.04689,nan,0,,,,,
-8.029,90.038,3,7,1,231.18322,nan,0,,,,,
-6.433,111.953,4,5,1,215.562,nan,2003,,,,,
-7.453,145.343,4,7,1,164.57098,nan,0,,,,,
-8.4,105.207,5,1,1,304.37832,0,0,,,,,
-3.858,104.99,3,10,0,254.51057,0.476435219642529,2005,,,,,
-8.688,85.261,4,6,1,127.68608,0,0,,,,,
-14.527,117.236,3,2,1,126.69342,0,0,,,,,
-8.19,135.038,4,2,1,250.85342,nan,2001,,,,,
-8.456,85.375,4,4,1,231.07873,0.426709475491044,0,,,,,
-7.345,120.188,4,7,0,213.89016,0.548005620519723,2010,,,,,
-3.737,99.487,5,6,1,183.90159,0.392008771471307,2003,,,,,
-6.425,119.813,4,1,1,277.02812,0.640017318801247,2006,,,,,
-22.788,41.133,1,4,1,210.54649,nan,2008,,,,,
-5.651,93.937,4,4,0,421.61587,nan,0,,,,,
-10.853,159.081,4,9,1,172.77342,0.293680021830728,1979,,,,,
-6.267,183.907,4,9,1,203.91138,nan,1982,,,,,
-15.545,88.95,7,11,0,138.34404,nan,0,,,,,
-10.915,155.999,4,0,1,299.57179,0.62061071806935,1981,,,,,
-7.993,136.964,4,6,1,361.01179,nan,0,,,,,
-13.575,192.66,1,5,0,170.50077,nan,0,,,,,
-12.941,97.487,4,0,1,164.57098,0,0,,,,,
-17.379,130.255,4,5,1,185.80853,nan,0,,,,,
-16.409,141.042,4,5,1,236.25098,nan,0,,,,,
-3.523,104.993,4,6,1,249.75628,nan,0,,,,,
-51.643,168.352,5,11,0,191.42485,nan,1993,,,,,
-3.574,103.652,4,7,0,275.04281,0.508602171789874,2000,,,,,
-6.171,159.248,4,5,0,230.24281,0.327736683177841,2006,,,,,
-11.292,142.88,4,2,0,197.82485,nan,1975,,,,,
-30.22,119.71,3,7,0,112.16934,nan,0,,,,,
-6.776,100.034,4,9,1,245.13261,0.507669472264463,2005,,,,,
-4.04,147.979,4,11,0,286.77179,nan,2008,,,,,
-12.15,74.728,1,1,1,133.66812,nan,0,,,,,
-17.309,130.427,4,10,0,213.15873,nan,0,,,,,
-13.06,152.516,4,0,1,286.6673,nan,0,,,,,
-13.713,139.202,4,6,0,132.93669,0.266955186275539,0,,,,,
-13.056,96.695,3,9,1,156.62975,0.450992311636255,1991,,,,,
-7.322,116.081,4,7,1,213.21098,0.253834736132231,0,,,,,
-25.431,100.929,4,4,1,168.28036,0.299877488273978,0,,,,,
-12.219,133.349,3,10,1,287.65995,nan,1991,,,,,
-7.792,107.905,4,1,0,115.1473,nan,0,,,,,
-5.074,125.295,4,9,1,157.46567,nan,1966,,,,,
-10.211,134.819,4,7,0,381.54404,0.44859049865725,1999,,,,,
-9.588,90.101,4,11,0,260.98893,nan,0,,,,,
-16.016,118.06,1,7,1,153.49506,nan,2001,,,,,
-9.865,124.877,4,7,1,142.73261,nan,1995,,,,,
-8.476,165.886,4,9,1,247.17016,0.531580240678268,2006,,,,,
-3.976,92.55,4,6,0,208.24771,0.304169503435275,0,,,,,
-4.852,120.617,4,7,1,179.01669,nan,2008,,,,,
-11.706,162.817,4,5,1,273.8673,nan,0,,,,,
-9.503,145.218,4,4,1,194.24608,nan,0,,,,,
-12.738,185.325,4,10,0,169.97832,0.433005077274586,2003,,,,,
-5.278,99.124,4,1,1,222.01424,0.630460452603823,2008,,,,,
-8.879,127.469,4,9,1,285.28281,0.23621263855708,0,,,,,
-10.258,130.052,4,8,1,244.03546,nan,0,,,,,
-8.038,127.792,1,4,1,156.55138,0.503381236206319,2008,,,,,
-18.183,101.324,4,2,1,142.99383,nan,0,,,,,
-4.883,87.992,4,10,1,230.55628,nan,2007,,,,,
-7.254,181.371,4,6,0,309.60281,nan,2004,,,,,
-13.12,80.473,3,7,0,134.922,0,2006,,,,,
-9.515,197.213,1,1,1,168.85506,0.513517028537139,1989,,,,,
-19.938,80.003,4,2,1,238.52363,0,0,,,,,
-4.071,130.98,4,0,1,244.92363,0.215080318509228,0,,,,,
-21.533,92.017,1,8,0,253.12608,nan,0,,,,,
-19.597,172.223,4,5,1,177.44934,0.268851450104122,2000,,,,,
-9.302,117.044,4,7,1,174.57587,nan,0,,,,,
-9.631,187.427,7,11,1,222.37995,nan,1975,,,,,
-16.079,136.975,4,0,1,106.81424,nan,2008,,,,,
-7.444,133.884,4,9,1,137.40363,0.301681756731636,0,,,,,
-6.491,97.98,4,7,1,238.23628,0.631390365318491,2004,,,,,
-27.016,99.556,3,1,1,279.06567,0.340922755864378,1993,,,,,
-10.004,124.073,4,4,0,359.8624,0.565889509657431,2008,,,,,
-7.928,90.245,3,2,1,164.12689,0.23991550184151,0,,,,,
-12.409,127.275,4,0,1,172.38159,nan,1972,,,,,
Cúnla/The Friar's Breeches,-12.81,114.589,4,7,1,218.33098,0,1992,,,,
-12.778,114.135,1,4,1,163.26485,0.647368816552681,1989,,,,,
-23.538,70.49,1,8,1,171.31057,nan,0,,,,,
-11.326,119.035,4,9,0,236.09424,nan,1985,,,,,
-6.41,93.99,4,0,1,254.9024,0,2005,,,,,
-25.038,128.251,1,10,1,282.09587,nan,1994,,,,,
-15.469,144.737,4,2,1,670.04036,nan,0,,,,,
-8.71,149.864,4,9,1,541.51791,0,2001,,,,,
-4.744,99.374,4,7,1,222.06649,0.503381236206319,0,,,,,
-10.304,171.463,4,9,1,214.30812,0,0,,,,,
-12.359,146.454,3,2,1,293.53751,0.736736986270121,1996,,,,,
-10.647,101.303,4,1,0,294.73914,0.26586104921065,0,,,,,
-7.917,104.12,3,9,1,228.49261,0.309774639668351,0,,,,,
-5.715,97.015,4,11,0,240.5873,nan,0,,,,,
-7.661,116.009,4,7,0,168.33261,0.492394196328965,2004,,,,,
-11.382,125.767,1,7,1,137.19465,0.424090810967438,1968,,,,,
-6.885,134.104,4,1,1,100.20526,0.382935090075019,0,,,,,
-12.35,84.133,4,4,1,276.53179,nan,0,,,,,
-7.613,182.198,4,10,0,285.1522,0,2004,,,,,
-5.602,167.142,4,8,1,208.79628,0.582285532436091,0,,,,,
-10.181,169.866,3,1,0,285.3873,0.55823695974409,1990,,,,,
-14.794,219.298,4,9,0,180.50567,0.253834736132231,0,,,,,
-4.475,102.828,4,1,1,215.90159,nan,2002,,,,,
-11.242,126.31,5,1,0,184.76363,nan,1956,,,,,
-7.422,112.063,3,10,1,341.68118,0.499861286128939,1997,,,,,
-10.996,182.247,4,2,1,238.49751,0.26586104921065,0,,,,,
-8.527,111.989,4,0,1,338.28526,0.232166791449709,0,,,,,
-13.506,81.404,4,11,0,211.17342,0,0,,,,,
-6.615,134.741,4,9,1,286.82404,nan,1960,,,,,
-11.053,91.256,1,11,1,167.13098,nan,1989,,,,,
-3.93,84.303,1,8,1,34.61179,0,0,,,,,
-4.762,86.992,4,2,1,126.69342,nan,0,,,,,
-9.737,102.881,7,0,0,139.83302,0,0,,,,,
-17.913,161.533,4,7,1,124.76036,nan,0,,,,,
-7.941,94.495,4,0,1,204.38159,0.270775998946327,0,,,,,
-9.632,100.016,4,7,1,163.39546,nan,0,,,,,
-13.095,84.186,7,7,1,277.08036,0.366495134129255,0,,,,,
-14.677,112.248,1,2,1,158.27546,0.261852836776949,0,,,,,
-5.443,140.202,4,10,0,229.8771,0.246423127815704,0,,,,,
-7.46,174.524,1,1,0,291.63057,nan,0,,,,,
-11.607,144.975,4,8,1,222.04036,0.445454525493426,1996,,,,,
-6.737,126.94,4,7,1,315.92444,0.338886720010706,0,,,,,
-16.104,83.957,3,11,0,185.70404,nan,1987,,,,,
-7.269,227.161,4,5,1,304.71791,0.637311276400838,1996,,,,,
-8.01,125.245,4,11,0,355.18649,0.425124658313058,1980,,,,,
-16.479,59.678,1,5,1,588.85179,nan,0,,,,,
-4.252,120.309,4,8,1,232.07138,nan,0,,,,,
-12.005,206.02,1,10,0,249.49506,nan,1993,,,,,
-7.92,118.152,4,7,1,233.45587,0.26586104921065,0,,,,,
-12.013,120.012,1,8,1,159.63383,nan,0,,,,,
-18.692,182.408,4,5,1,157.49179,0,0,,,,,
-9.864,132.611,4,2,1,329.50812,0.270775998946327,1999,,,,,
-11.112,89.676,4,2,1,204.85179,0.483064559600233,2007,,,,,
-10.097,150.404,4,7,1,267.65016,0.53750390419171,1992,,,,,
-6.87,157.897,4,1,0,223.29424,0.417313802802652,0,,,,,
-9.214,166.929,7,8,1,214.04689,nan,0,,,,,
-8.796,139.026,4,11,0,269.7922,nan,0,,,,,
-8.978,139.499,4,2,1,336.79628,nan,0,,,,,
-9.947,160.663,4,1,1,192.70485,nan,0,,,,,
-10.085,63.359,5,2,1,187.97669,nan,0,,,,,
-20.282,118.971,4,5,0,184.31955,0,1996,,,,,
-3.46,167.988,4,6,0,249.91302,0.264771972405589,0,,,,,
-24.327,71.308,1,0,1,103.73179,nan,0,,,,,
-7.798,185.76,3,8,1,149.36771,nan,1999,,,,,
-7.807,141.205,3,7,1,243.98322,nan,0,,,,,
-10.591,0,3,1,1,543.58159,0.349166902124596,0,,,,,
-6.788,177.662,4,8,0,366.39302,0.757471386613211,1994,,,,,
-4.843,131.319,4,5,1,281.73016,nan,1987,,,,,
-14.419,87.557,5,11,1,342.7522,0,0,,,,,
-13.308,120.984,4,0,1,220.08118,nan,0,,,,,
-12.744,151.73,3,11,1,121.73016,nan,1994,,,,,
-8.209,105.95,4,10,0,222.69342,nan,0,,,,,
-4.528,74.884,1,4,0,183.87546,0.299877488273978,0,,,,,
-9.637,107.728,3,2,0,202.23955,nan,0,,,,,
-7.111,136.044,4,9,0,330.57914,0.572920147946523,2009,,,,,
-17.88,71.416,5,11,1,811.2322,0.467365631328138,1994,,,,,
-13.339,157.956,5,5,1,297.92608,0.334706549069221,1986,,,,,
-3.523,135.914,4,1,1,220.47302,nan,0,,,,,
-19.174,115.906,4,10,0,185.20771,nan,0,,,,,
-11.865,98.528,4,0,1,208.14322,0.367273415809346,0,,,,,
-9.876,42.525,4,0,1,70.89587,0.509640965551805,2005,,,,,
-6.84,131.83,4,2,0,277.96853,0,0,,,,,
-8.215,161.543,4,0,1,256.57424,nan,0,,,,,
-6.894,154.695,4,7,1,149.89016,nan,2008,,,,,
-4.598,141.769,4,2,1,260.91057,0.776126775556097,2004,,,,,
-26.7,149.005,1,4,1,89.88689,0,0,,,,,
-5.93,164.925,4,9,1,269.81832,0.520370304282302,1992,,,,,
-8.817,122.155,4,0,1,154.06975,0,0,,,,,
-6.164,134.832,4,2,0,344.68526,nan,2008,,,,,
-9.392,138.386,1,0,1,156.21179,nan,0,,,,,
-5.587,67.606,5,6,1,244.32281,0.464923994180718,2005,,,,,
-15.913,101.195,3,9,0,146.07628,nan,0,,,,,
-7.172,156.066,4,4,1,411.68934,0.270775998946327,2005,,,,,
-10.899,131.509,4,2,0,404.45342,0.212045405483719,2004,,,,,
-10.427,152.628,4,4,0,146.83383,0,0,,,,,
-12.114,160.979,4,7,1,169.22077,0.392008771471307,1993,,,,,
-10.095,156.298,4,2,1,266.05669,0,1971,,,,,
-9.64,153.968,4,0,0,355.34322,nan,1999,,,,,
-10.753,110,4,7,1,250.38322,0,0,,,,,
-16.169,126.792,7,3,1,211.53914,nan,0,,,,,
-9.784,109.804,4,7,1,273.08363,0.663525410148619,2008,,,,,
-5.654,143.095,4,5,1,220.52526,0.192247761208828,0,,,,,
-7.628,145.997,1,2,1,262.89587,0.693996934081094,2004,,,,,
-5.475,134.112,3,1,1,179.51302,0.355285536423089,2010,,,,,
-10.235,86.684,5,1,1,263.73179,nan,2008,,,,,
-12.42,89.675,4,7,1,226.32444,nan,0,,,,,
-11.813,98.974,4,2,0,298.52689,nan,0,,,,,
-8.238,168.268,3,3,1,245.68118,nan,0,,,,,
-18.203,89.868,4,7,1,557.68771,nan,0,,,,,
-10.133,108.977,1,2,1,184.94649,nan,1980,,,,,
-9.584,95.56,4,11,1,257.35791,0.386477291255459,1997,,,,,
-19.488,85.508,3,11,0,235.38893,0,0,,,,,
-8.775,119.562,4,11,0,312.08444,0.859349894131751,2004,,,,,
-6.929,137.828,4,7,1,164.96281,0,0,,,,,
-8.958,120.502,3,11,1,96.65261,0.63529145986032,2008,,,,,
-5.811,111.319,1,6,1,234.50077,0.833006242780701,1984,,,,,
-3.798,117.954,4,9,1,248.18893,0.684482573151248,0,,,,,
-3.684,86.813,4,10,0,185.23383,0.598947038598771,2004,,,,,
-5.856,196.141,4,5,0,378.95791,0.77657388291467,2009,,,,,
-9.568,82.752,4,2,0,126.58893,0,0,,,,,
-11.08,85.2,4,4,1,193.59302,0,0,,,,,
-9.113,107.932,4,0,0,189.20444,nan,0,,,,,
-9.379,119.712,1,6,1,141.42649,0.460484844986415,1963,,,,,
-7.532,121.871,4,1,1,255.84281,0.591754160595785,2003,,,,,
-17.877,105.732,4,6,1,172.48608,nan,0,,,,,
-5.136,102.008,4,9,0,267.75465,0.435954144993566,2008,,,,,
-7.018,84.769,5,7,1,339.33016,nan,0,,,,,
-8.265,104.448,4,7,1,205.71383,0.313562114247934,0,,,,,
-5.051,129.97,1,1,1,268.06812,0.710143659560672,0,,,,,
-3.229,147.975,4,9,1,227.99628,0.5317220984213,2006,,,,,
-9.339,111.039,4,0,1,256.49587,0.642091037637501,2003,,,,,
-6.57,115.005,4,3,1,249.25995,0.319565986882865,0,,,,,
-17.495,100.275,4,5,0,537.25995,0,0,,,,,
-10.33,187.323,1,9,1,120.86812,0.288481642656029,2000,,,,,
-9.716,102.739,4,11,0,276.94975,0.606807292841298,1992,,,,,
-18.526,108.188,1,10,1,182.69995,0,0,,,,,
-5.345,120.716,3,5,0,237.7922,0.26586104921065,0,,,,,
-5.516,125.016,4,11,1,409.70404,0,0,,,,,
-7.253,149.939,4,1,0,321.30567,0.215080318509228,0,,,,,
-11.415,88.072,4,5,1,320.44363,0.5317220984213,1992,,,,,
-23.876,64.901,7,10,0,371.87873,nan,0,,,,,
-4.818,111.541,4,0,0,231.23546,nan,1985,,,,,
-28.506,88.662,3,2,1,95.50322,0.323112120895212,1997,,,,,
-6.223,136.984,4,10,0,134.97424,0.212045405483719,2009,,,,,
-30.14,60.013,1,7,1,842.10893,nan,0,,,,,
-16.252,68.326,1,5,0,302.62812,nan,1955,,,,,
-9.32,124.771,1,7,1,295.49669,nan,0,,,,,
-12.653,91.318,4,4,1,145.13587,nan,1990,,,,,
-9.059,177.945,4,0,0,154.74893,0.518759897997099,0,,,,,
-6.779,102.77,1,5,0,156.49914,nan,0,,,,,
-13.657,129.974,4,9,0,203.83302,nan,0,,,,,
-6.604,110.209,4,1,0,185.57342,nan,0,,,,,
-11.121,96.972,4,9,1,238.00118,nan,0,,,,,
-9.329,140.9,1,7,1,173.97506,0,2006,,,,,
-4.133,126.976,4,5,1,246.80444,nan,0,,,,,
Moonlight In Vermont,-14.094,43.967,4,8,1,211.25179,0,0,,,,
-4.962,87.122,4,6,1,320.93995,nan,0,,,,,
-6.806,129.987,4,11,0,198.19057,nan,0,,,,,
-16.865,192.819,3,5,1,273.97179,0,1993,,,,,
-6.295,113.812,1,9,1,212.16608,nan,2006,,,,,
-18.909,195.223,1,9,1,159.39873,0.375984301500442,1998,,,,,
-14.89,175.028,3,6,1,163.29098,nan,0,,,,,
-11.723,69.169,3,10,1,286.24934,0,0,,,,,
-4.136,120.022,4,3,0,326.60853,nan,2006,,,,,
-10.702,146.24,1,7,1,180.00934,0.215080318509228,1993,,,,,
-5.382,91.922,4,7,1,213.13261,0.738814995862051,1997,,,,,
-13.984,80.391,3,0,1,197.40689,0.27718843257631,0,,,,,
-4.176,164.002,4,1,0,215.82322,0.661576691861835,2005,,,,,
-6.804,98.501,4,5,1,223.60771,nan,1999,,,,,
-10.208,93.376,3,0,1,219.68934,0.64515944737159,0,,,,,
-7.825,151.699,4,1,0,252.65587,0.722844727956539,2005,,,,,
-4.651,151.284,4,2,1,237.66159,nan,2002,,,,,
-19.944,103.666,3,0,1,189.51791,0,0,,,,,
-12.187,197.704,1,5,1,153.25995,nan,0,,,,,
-3.492,110.107,4,1,1,237.84444,0.710101510433833,2008,,,,,
-2.588,150.23,4,9,1,220.42077,0.358976526439597,2005,,,,,
-12.031,90.099,3,3,1,144.19546,0.239629097773637,2005,,,,,
-12.671,177.465,4,0,1,91.74159,0.355285536423089,2000,,,,,
-10.325,125.294,4,0,1,262.55628,0,0,,,,,
-5.022,92.571,4,2,1,188.05506,0,0,,,,,
-7.461,138.755,3,0,1,211.74812,0,0,,,,,
-11.339,90.073,4,5,1,152.97261,0,0,,,,,
-22.504,134.279,7,8,1,206.96771,0.275830564702829,0,,,,,
-9.801,125.008,4,0,1,420.15302,0.40003965695464,2007,,,,,
-5.956,111.046,4,5,0,285.77914,0.503576224325137,0,,,,,
-22.71,100.088,5,3,1,65.51465,0.26586104921065,2009,,,,,
-13.018,131.948,4,9,0,366.28853,0.467574948219264,1999,,,,,
-7.573,129.583,4,11,0,114.62485,nan,1995,,,,,
-13.142,172.112,4,8,1,128.96608,nan,0,,,,,
-18.681,56.958,1,0,1,58.46159,nan,0,,,,,
-3.564,203.211,1,8,1,52.55791,0.521659258048461,0,,,,,
-10.223,128.262,3,2,1,210.28526,0.358976526439597,1986,,,,,
-13.505,96.243,3,3,1,268.7473,0.299877488273978,1997,,,,,
-7.669,77.478,4,4,1,263.36608,nan,0,,,,,
-4.544,145.711,4,2,1,246.85669,nan,2003,,,,,
-18.312,114.832,4,2,1,193.82812,nan,0,,,,,
-14.064,70.09,4,7,1,335.46404,0.52670665926973,1990,,,,,
-5.266,140.068,4,0,1,224.93995,nan,0,,,,,
-7.949,69.742,4,11,1,451.34322,nan,0,,,,,
-7.441,120.807,4,6,0,445.49179,0.37253003936608,0,,,,,
-8.797,126.153,4,11,0,299.36281,0,0,,,,,
-6.232,166.72,4,9,1,221.12608,nan,0,,,,,
-9.663,90.126,3,9,1,323.60444,0.37253003936608,0,,,,,
-11.553,185.333,4,7,1,183.17016,0.633254321694477,1964,,,,,
-8.977,91.417,3,1,1,456.64608,0,0,,,,,
-6.824,97.999,4,8,1,335.56853,0,2000,,,,,
-3.544,114.535,4,7,1,189.80526,nan,2008,,,,,
-15.193,122.565,1,4,1,229.90322,nan,0,,,,,
-12.472,134.237,4,6,0,197.25016,0.498131589707407,1994,,,,,
-8.48,125.329,5,3,1,155.97669,nan,0,,,,,
-16.086,147.093,4,0,1,223.97342,0.245097414233796,0,,,,,
-9.068,168.849,4,11,1,182.33424,0.215080318509228,0,,,,,
-11.373,135.561,4,7,1,172.12036,nan,0,,,,,
-4.556,180.04,4,1,0,194.21995,0.407974651539825,2005,,,,,
-10.034,137.272,1,11,1,181.73342,0.257011301353789,0,,,,,
-10.3,93.366,5,5,1,153.7824,nan,0,,,,,
-13.342,170.047,4,8,0,227.65669,0.334706549069221,0,,,,,
-7.409,115.049,4,0,0,294.66077,0.444401714522851,2003,,,,,
-6.821,99.113,4,0,1,339.1473,nan,0,,,,,
-4.634,120.122,4,11,0,167.26159,0.375984301500442,2006,,,,,
-7.136,153.316,4,8,1,290.08934,0.457447167085101,0,,,,,
-13.389,99.463,4,9,1,160.83546,nan,1990,,,,,
-8.762,83.856,3,6,1,281.33832,nan,1989,,,,,
-9.727,164.594,4,0,0,274.72934,0.598989557981049,1979,,,,,
-7.265,159.939,1,7,1,145.73669,0,1992,,,,,
-9.795,119.09,4,9,0,302.8371,0.407233014901105,2001,,,,,
-12.135,105.044,1,0,1,125.83138,nan,0,,,,,
-5.48,122.926,4,9,1,318.87628,0.460541281358658,2009,,,,,
-9.464,135.507,4,7,1,326.26893,nan,0,,,,,
-2.785,130.027,4,5,0,191.52934,nan,0,,,,,
-6.862,120.101,4,7,1,198.86975,nan,0,,,,,
-5.597,119.101,4,10,1,294.47791,nan,0,,,,,
-8.005,157.759,4,10,1,215.06567,0.327744309326358,0,,,,,
-7.76,95.995,5,0,0,240.09098,nan,2004,,,,,
-6.8,141.769,4,6,0,315.16689,nan,2004,,,,,
-24.25,137.883,3,4,0,415.45098,0.215080318509228,0,,,,,
-5.53,112.192,4,11,0,191.73832,0.215080318509228,1989,,,,,
-5.516,185.981,1,4,1,183.562,nan,2009,,,,,
-4.662,110.579,4,11,0,132.93669,0,0,,,,,
-12.246,139.944,1,5,1,271.43791,0.266955186275539,1997,,,,,
-9.655,90.017,4,0,1,268.90404,0.5632303756863,2006,,,,,
-17.112,140.608,4,2,1,579.13424,0,0,,,,,
-9.985,127.605,5,7,1,249.41669,0,2006,,,,,
-14.155,73.438,4,7,1,271.09832,nan,0,,,,,
-8.692,148.452,4,6,1,127.68608,0.270775998946327,1996,,,,,
-9.711,104.819,4,5,1,251.81995,nan,2007,,,,,
-11.079,60.159,4,8,0,220.78649,0,1999,,,,,
-14.586,105.966,4,10,1,201.63873,nan,0,,,,,
-5.059,110.972,4,1,1,125.46567,0.654734537236861,2001,,,,,
-8.726,87.697,4,1,1,209.03138,0,0,,,,,
-8.043,142.749,4,9,1,221.70077,nan,2001,,,,,
-3.813,91.562,4,6,1,195.65669,0.496175335673293,2004,,,,,
-13.306,160.04,4,6,0,209.94567,0,0,,,,,
-10.744,98.679,4,2,0,253.12608,nan,1979,,,,,
-10.566,171.849,4,0,0,223.05914,nan,0,,,,,
-5.953,127.493,4,10,0,183.53587,0.685398260123817,2006,,,,,
-3.487,143.837,7,7,0,224.41751,0.628217964579402,2010,,,,,
-16.031,135.894,5,2,1,198.32118,nan,0,,,,,
-4.799,199.917,7,7,1,225.38404,nan,1998,,,,,
-5.402,145.893,4,1,0,263.00036,0,0,,,,,
-6.536,159.728,4,4,1,178.15465,nan,0,,,,,
-9.089,101.962,4,7,1,170.52689,nan,0,,,,,
-9.925,114.681,3,2,0,312.92036,0.599660357626481,1997,,,,,
-10.383,125.881,4,1,1,221.20444,0.427446571488431,0,,,,,
-11.655,110.444,4,11,0,244.53179,0.352232225005342,0,,,,,
-11.689,169.105,3,1,1,218.04363,0.507669472264463,0,,,,,
-7.958,146.971,5,10,0,226.32444,nan,2002,,,,,
-10.269,101.469,4,5,1,204.35546,0.427446571488431,1992,,,,,
-5.021,89.954,4,3,1,206.99383,0,0,,,,,
-6.748,95.138,1,7,1,317.12608,0.545230293898361,1998,,,,,
-2.267,112.961,4,0,0,240.19546,0.734513249706259,1999,,,,,
-7.852,95.738,4,4,1,208.32608,0.546635488572118,1996,,,,,
-3.92,136.474,4,7,1,412.1073,0,2006,,,,,
